iter	Accuracy	MultiClass
884	0.9001609088	0.3201283997
885	0.9001870515	0.3199559791
886	0.9002368819	0.3198045214
887	0.900383856	0.3196082028
888	0.9004365762	0.3194345364
889	0.9005752411	0.3193107263
890	0.900663821	0.3191512565
891	0.9006775061	0.3190106423
892	0.9008925479	0.3188992151
893	0.900999545	0.3187419039
894	0.9009731477	0.3186538302
895	0.9009438605	0.3185154298
896	0.9009550905	0.3184428238
897	0.9009341126	0.3182835624
898	0.9013792143	0.3180428869
899	0.9013900842	0.317955857
900	0.9016203988	0.3177829502
901	0.9017213307	0.3176389118
902	0.9016204734	0.3174233787
903	0.9016301157	0.3173315251
904	0.9016813228	0.3171651983
905	0.9017493904	0.3170710565
906	0.9019404898	0.3169819397
907	0.9021524617	0.3168748911
908	0.902217534	0.316711276
909	0.902021957	0.3166196447
910	0.9023146342	0.3164778064
911	0.9022992867	0.3163949413
912	0.9023600616	0.3163047274
913	0.9024073313	0.3162131612
914	0.9026087935	0.3159945314
915	0.9023948737	0.315782964
916	0.902504326	0.3156981703
917	0.9026442184	0.3155515043
918	0.9028064654	0.3154240349
919	0.902780068	0.3152539521
920	0.9028686479	0.315144484
921	0.9031149972	0.3149920792
922	0.903224704	0.3148776529
923	0.9031606792	0.3147932624
924	0.9032356795	0.3146835457
925	0.9033854689	0.3145080233
926	0.9034738686	0.3143205179
927	0.9037453132	0.314153872
928	0.9036512084	0.314079727
929	0.9040268349	0.3138738965
930	0.9040712148	0.3137939054
931	0.9039809727	0.3136911224
932	0.9040061426	0.3136090847
933	0.9041447019	0.3134392763
934	0.9041141872	0.3132312074
935	0.904218189	0.313002781
936	0.9041874941	0.3129094636
937	0.9042637965	0.312729955
938	0.9043288687	0.3125874006
939	0.9043704334	0.3124844525
940	0.9043243912	0.3124278733
941	0.9044533082	0.3122718173
942	0.9042798311	0.3121336253
943	0.9042479088	0.3120109027
944	0.9041866992	0.3118273278
945	0.9042560689	0.3117169204
946	0.9043655212	0.3116176668
947	0.9044015609	0.3114915077
948	0.904520761	0.3112891848
949	0.9045497935	0.3112115972
950	0.9045512012	0.3110738744
951	0.9048669202	0.3109339865
952	0.9049184129	0.3108163556
953	0.9049684979	0.3107391425
954	0.9050151529	0.3105617562
955	0.9050277906	0.3104317518
956	0.9050277906	0.3103502635
957	0.9051304903	0.3102452394
958	0.9052090676	0.3100765165
959	0.9053381647	0.309980882
960	0.9055073443	0.3098647721
961	0.9054420919	0.3097578409
962	0.9054752418	0.3096077949
963	0.9055251468	0.3094959811
964	0.9055198019	0.3094058643
965	0.9054987494	0.3093275556
966	0.9055887369	0.3092200202
967	0.9056803866	0.3090230356
968	0.9056816142	0.308893942
969	0.9058074613	0.3087403383
970	0.9057559686	0.3086023676
971	0.9059848756	0.3085384294
972	0.9061110829	0.3083290085
973	0.9061944979	0.3081837069
974	0.9062718477	0.3080286292
975	0.9063812999	0.3078701178
976	0.9063091149	0.3077483882
977	0.9064087447	0.3076514361
978	0.9064639946	0.3074878963
979	0.9067329841	0.307334676
980	0.9067497391	0.3072673284
981	0.9068483215	0.3071215348
982	0.9068634888	0.3070159199
983	0.9069411988	0.3069094702
984	0.9069690038	0.3067710182
985	0.9070575837	0.306670855
986	0.907106081	0.3066216055
987	0.9069937389	0.3065397138
988	0.9071404584	0.3064391248
989	0.9072331556	0.3062643387
990	0.9073053406	0.3060597386
991	0.9074784575	0.3059645152
992	0.9076599891	0.3057570487
993	0.9077653986	0.3057022111
994	0.907783201	0.305611041
995	0.9078042535	0.3054789939
996	0.9078153035	0.3053808018
997	0.9079744806	0.305278378
998	0.9080687655	0.3051716069
999	0.9080170927	0.3049912091
